"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"DATA GERAÇÃO CERTIFICADO";"DATA VALIDADE CERTIFICADO";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"LINGUAS";"QUANTIDADE"
"ADRIANO SANDRIN TRANSPORTES - ME";"SANDRIN TRANSPORTES";"11.268.897/0001-55";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";14500000;"SP";"Ituverava";"Ituverava";"RUA DEP. FRANCISCO BARBOSA, N°: 860 A";"(16) 3839-6282";"(16) 3839-6282";"adriano.sandrin@gmail.com";"";"";"21/11/2014";"21/11/2016";"26.067678.85.0001-0";"7719-5/99-MOTOCICLETAS; LOCAÇÃO DE, ALUGUEL DE (Primário), 7711-0/00-LOCADORA DE AUTOS (Secundário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário)";"(""Nenhuma das Opções"")";2
"AGAPE LOCADORA DE VANS E VEICULOS LTDA - ME";"AGAPE NUNES";"17.789.693/0001-46";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";5205210;"SP";"São Paulo";"Jardim Russo";"RUA PIRABEBE, 128 CS 01";"(11) 3918-9239";"";"pr.alexandre.gnunes@hotmail.com";"";"";"22/01/2016";"22/01/2018";"26.076287.85.0001-7";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";3
"AGENCIA DE VIAGENS UNIVERSAL LTDA";"UNIVERSAL TURISMO";"02.981.173/0001-63";"Sociedade Empresária";"05/11/1986";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";78015600;"MT";"Cuiabá";"Poção";"AV. FERNANDO CORREA 542, SALA 12, ED.VITORIA REGIA                              ";"(65) 3046-8000";"(65) 3046-8013";"edvanils@terra.com.br";"";"";"22/01/2016";"22/01/2018";"13.018436.85.0001-0";"7911-2/00-TURISMO; AGÊNCIA DE (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(Inglês)";4
"AGENCIA DE VIAGENS UNIVERSAL LTDA";"UNIVERSAL TURISMO";"02.981.173/0001-63";"Sociedade Empresária";"05/11/1986";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";78015600;"MT";"Cuiabá";"Poção";"AV. FERNANDO CORREA 542, SALA 12, ED.VITORIA REGIA                              ";"(65) 3046-8000";"(65) 3046-8013";"edvanils@terra.com.br";"";"";"22/01/2016";"22/01/2018";"13.018436.85.0001-0";"7911-2/00-TURISMO; AGÊNCIA DE (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(Inglês)";10
"AGIL LOCADORA DE VEICULOS LTDA";"AGIL LOCADORA DE VEICULOS";"14.494.156/0001-80";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";52061050;"PE";"Recife";"Casa Forte";"RUA MARECHAL RONDON, 146";"(81) 3088-2741";"(81) 3036-2525";"agillocadora@live.com";"hugo@agillocadora.com";"www.agillocadora.com";"17/03/2016";"17/03/2018";"16.061678.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7711-0/00-LOCADORA DE AUTOS (Secundário)";"(""Inglês,Espanhol"")";1
"AGIL LOCADORA DE VEICULOS LTDA";"AGIL LOCADORA DE VEICULOS";"14.494.156/0001-80";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";52061050;"PE";"Recife";"Casa Forte";"RUA MARECHAL RONDON, 146";"(81) 3088-2741";"(81) 3036-2525";"agillocadora@live.com";"hugo@agillocadora.com";"www.agillocadora.com";"17/03/2016";"17/03/2018";"16.061678.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7711-0/00-LOCADORA DE AUTOS (Secundário)";"(""Inglês,Espanhol"")";2
"AGIL LOCADORA DE VEICULOS LTDA";"AGIL LOCADORA DE VEICULOS";"14.494.156/0001-80";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";52061050;"PE";"Recife";"Casa Forte";"RUA MARECHAL RONDON, 146";"(81) 3088-2741";"(81) 3036-2525";"agillocadora@live.com";"hugo@agillocadora.com";"www.agillocadora.com";"17/03/2016";"17/03/2018";"16.061678.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7711-0/00-LOCADORA DE AUTOS (Secundário)";"(""Inglês,Espanhol"")";3
"AGIL LOCADORA DE VEICULOS LTDA";"AGIL LOCADORA DE VEICULOS";"14.494.156/0001-80";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";52061050;"PE";"Recife";"Casa Forte";"RUA MARECHAL RONDON, 146";"(81) 3088-2741";"(81) 3036-2525";"agillocadora@live.com";"hugo@agillocadora.com";"www.agillocadora.com";"17/03/2016";"17/03/2018";"16.061678.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7711-0/00-LOCADORA DE AUTOS (Secundário)";"(""Inglês,Espanhol"")";23
"AGILL LOCADORA DE VEICULOS LTDA ME";"AGILL LOCADORA";"26.223.917/0001-49";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";35162853;"MG";"Ipatinga";"Limoeiro";"RUA CEREJA 124";"(31) 3824-5027";"(31) 9966-7650";"adilsonator@hotmail.com";"";"";"11/08/2014";"11/08/2016";"11.065412.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";2
"AGILL LOCADORA DE VEICULOS LTDA ME";"AGILL LOCADORA";"26.223.917/0001-49";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";35162853;"MG";"Ipatinga";"Limoeiro";"RUA CEREJA 124";"(31) 3824-5027";"(31) 9966-7650";"adilsonator@hotmail.com";"";"";"11/08/2014";"11/08/2016";"11.065412.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";3
"AGMAR GARCIA GELLER - ME";"GELLER TRANSPORTE";"01.577.329/0001-82";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";79003020;"MS";"Campo Grande";"Itanhangá Park";"RUA JOAQUIM MURTINHO, 1401";"(67) 3046-7077";"";"atendimentomaissolucoes@gmail.com";"";"";"30/09/2014";"30/09/2016";"12.066550.85.0001-1";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";1
"AGUIA LOCODORA E TURISMO LTDA ME";"AGUIA LOCADORA";"04.976.469/0001-11";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";74705010;"GO";"Goiânia";"Jardim Novo Mundo";"AV ANHANGUERA N 1853 Q C2 LT 06 VILA BANDEIRANTES";"(62) 3261-1474";"";"aguia.locadora@hotmail.com";"";"";"17/07/2014";"17/07/2016";"09.064866.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"("""")";1
"AGUIAR LOCAÇAO E TURISMO LTDA";"AGUIAR LOCAÇÃO";"07.922.139/0001-31";"Sociedade Empresária";"04/04/2006";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";65065470;"MA";"São Luís";"Cruzeiro do Anil";"AV. SÃO LUIS REI DE FRANÇA, 1.560 - TURU";"(98) 3245-3184";"(98) 3199-5000";"contato@aguiarlocacao.com.br";"kleiton@aguiarlocacao.com.br";"";"15/07/2015";"15/07/2017";"10.038059.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário), 7711-0/00-LOCADORA DE AUTOS (Secundário), 7711-0/00-LOCADORA DE CARROS (Secundário)";"(Inglês)";42
"AGUIAR LOCAÇAO E TURISMO LTDA";"AGUIAR LOCAÇÃO";"07.922.139/0001-31";"Sociedade Empresária";"04/04/2006";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";65065470;"MA";"São Luís";"Cruzeiro do Anil";"AV. SÃO LUIS REI DE FRANÇA, 1.560 - TURU";"(98) 3245-3184";"(98) 3199-5000";"contato@aguiarlocacao.com.br";"kleiton@aguiarlocacao.com.br";"";"15/07/2015";"15/07/2017";"10.038059.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário), 7711-0/00-LOCADORA DE AUTOS (Secundário), 7711-0/00-LOCADORA DE CARROS (Secundário)";"(Inglês)";183
"AH-G TRANSPORTES LTDA ME";"AH-G TRANSPORTES";"07.131.037/0001-06";"Sociedade Empresária";"08/12/2004";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";38402266;"MG";"Uberlândia";"Industrial";"AV. PAULO ROBERTO CUNHA SANTOS, 1229";"(34) 3223-9630";"";"aghtransportes@hotmail.com";"";"";"31/07/2015";"31/07/2017";"11.026367.85.0001-1";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário)";"(""Nenhuma das Opções"")";1
"AH-G TRANSPORTES LTDA ME";"AH-G TRANSPORTES";"07.131.037/0001-06";"Sociedade Empresária";"08/12/2004";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";38402266;"MG";"Uberlândia";"Industrial";"AV. PAULO ROBERTO CUNHA SANTOS, 1229";"(34) 3223-9630";"";"aghtransportes@hotmail.com";"";"";"31/07/2015";"31/07/2017";"11.026367.85.0001-1";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário)";"(""Nenhuma das Opções"")";7
"AH-N TRANSPORTE DE LOCAÇAO LTDA - ME";"AH-N LOCAÇÃO";"13.180.077/0001-32";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";38402266;"MG";"Uberlândia";"Industrial";"AVENIDA PAULO ROBERTO CUNHA SANTOS 1229, SALA 01";"(34) 3223-9630";"";"ahnlocadora@hotmail.com";"";"";"26/03/2015";"26/03/2017";"11.048089.85.0001-9";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";4
"AJ LOCADORA EIRELI - ME";"AJ LOCADORA";"20.363.548/0001-03";"Empresa Individual (EIRELI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";36061010;"MG";"Juiz de Fora";"Vila Alpina";"EURICO VIANA, 1208";"(32) 9185-8585";"";"brunamarangom@gmail.com";"";"";"20/01/2015";"20/01/2017";"11.068640.85.0001-8";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7711-0/00-LOCADORA DE CARROS (Secundário)";"(""Nenhuma das Opções"")";1
"AJS VILELA LOCADORA - ME";"AJS VILELA LOCADORA";"22.107.456/0001-98";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";36190000;"MG";"Mercês";"Mercês";"RUA ADOLFO TERRA, 739";"(24) 2222-6643";"";"contadordopovo@yahoo.com.br";"";"";"06/04/2015";"06/04/2017";"11.070057.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";2
"AJSP EMPRESA DE TRANSPORTE E TURISMO LTDA ME";"AJSP EMPRESA DE TRANSPORTE E TURISMO";"11.233.211/0001-90";"Sociedade Empresária";"19/10/2009";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";23068155;"RJ";"Rio de Janeiro";"Campo Grande";"RUA ITAÚNAS 201 BL 35 APT 106";"(21) 3341-3746";"(21) 3025-4688";"ajspturismo@hotmail.com";"";"WWW.AJSPTURISMO.COM.BR";"10/04/2014";"10/04/2016";"19.033164.85.0001-3";"7911-2/00-TURISMO; AGÊNCIA DE (Primário), 4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";5
"AJSP EMPRESA DE TRANSPORTE E TURISMO LTDA ME";"AJSP EMPRESA DE TRANSPORTE E TURISMO";"11.233.211/0001-90";"Sociedade Empresária";"19/10/2009";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";23068155;"RJ";"Rio de Janeiro";"Campo Grande";"RUA ITAÚNAS 201 BL 35 APT 106";"(21) 3341-3746";"(21) 3025-4688";"ajspturismo@hotmail.com";"";"WWW.AJSPTURISMO.COM.BR";"10/04/2014";"10/04/2016";"19.033164.85.0001-3";"7911-2/00-TURISMO; AGÊNCIA DE (Primário), 4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";7
"AJXTRANS LOCADORA DE VEÍCULOS E SERVIÇOS LTDA - ME";"LA. RUB PRODUCOES";"09.638.700/0001-80";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";1154050;"SP";"São Paulo";"Barra Funda";"RUA CAMARAJIBE, 83";"(11) 3685-4550";"";"ajxtranslocadora@outlook.com";"";"www.ajxtranslocadora.com";"18/09/2015";"18/09/2017";"26.073591.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Inglês,Espanhol"")";2
"ALBERT R. J. HALFON EIRELI -ME";"SOS VIP";"20.285.205/0001-78";"Empresa Individual (EIRELI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";59575000;"RN";"Extremoz";"Extremoz";"AV. LITORANEA - 4526";"(84) 9645-5067";"";"sos.vip2014@gmail.com";"";"";"08/09/2014";"08/09/2016";"20.066069.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Francês,Inglês,Italiano"")";2
"ALBERTO LUCAS FILHO EIRELI- ME";"ALF LOCADORA DE VEICULOS E VANS";"09.011.627/0001-12";"Empresa Individual (EIRELI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";79063411;"MS";"Campo Grande";"Conjunto Residencial Recanto dos Rouxinóis";"RUA LILIAN SILVA SALINA, 37";"(67) 3387-3547";"(67) 9994-2765";"alflocadora@superig.com.br";"";"";"22/08/2016";"22/08/2018";"12.049220.85.0001-2";"4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";8
"ALCANTARA LOCADORA DE VEICULOS LTDA";"YES RENT A CAR";"00.652.597/0001-59";"Sociedade Empresária";"01/06/1995";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";65062840;"MA";"São Luís";"Cantinho do Céu";"TV MENINO JESUS DE PRAGA, 2004";"(98) 3246-1500";"(98) 3246-0328";"yessaoluis@terra.com.br";"";"WWW.YES-RENTACAR.COM.BR";"22/07/2016";"22/07/2018";"10.009374.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";15
"ALCAR EXECUTIVE LOCADORA DE VEICULOS LTDA - ME";"ALCAR EXECUTIVE LOCADORA DE VEICULOS LTDA - ME";"08.660.613/0001-67";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";5051001;"SP";"São Paulo";"Vila Romana";"RUA TITO 1596";"(11) 3873-4516";"";"paulogodas@gmail.com";"";"www.alcarrentacar.com.br";"02/10/2015";"02/10/2017";"26.073989.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Espanhol)";3
"ALCAR EXECUTIVE LOCADORA DE VEICULOS LTDA - ME";"ALCAR EXECUTIVE LOCADORA DE VEICULOS LTDA - ME";"08.660.613/0001-67";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";5051001;"SP";"São Paulo";"Vila Romana";"RUA TITO 1596";"(11) 3873-4516";"";"paulogodas@gmail.com";"";"www.alcarrentacar.com.br";"02/10/2015";"02/10/2017";"26.073989.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Espanhol)";5
"ALCAR EXECUTIVE LOCADORA DE VEICULOS LTDA - ME";"ALCAR EXECUTIVE LOCADORA DE VEICULOS LTDA - ME";"08.660.613/0001-67";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";5051001;"SP";"São Paulo";"Vila Romana";"RUA TITO 1596";"(11) 3873-4516";"";"paulogodas@gmail.com";"";"www.alcarrentacar.com.br";"02/10/2015";"02/10/2017";"26.073989.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Espanhol)";52
"ALCAR PRESTADORA DE SERVIÇOS LTDA - EPP";"ALCAR RENT A CAR";"05.389.323/0001-32";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";5043010;"SP";"São Paulo";"Água Branca";"RUA CRASSO, N°:150";"(11) 3202-9393";"";"michella_godas@hotmail.com";"";"www.alcarlocadora.com.br";"02/10/2015";"02/10/2017";"26.073991.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Espanhol)";8
"ALCAR PRESTADORA DE SERVIÇOS LTDA - EPP";"ALCAR RENT A CAR";"05.389.323/0001-32";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";5043010;"SP";"São Paulo";"Água Branca";"RUA CRASSO, N°:150";"(11) 3202-9393";"";"michella_godas@hotmail.com";"";"www.alcarlocadora.com.br";"02/10/2015";"02/10/2017";"26.073991.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Espanhol)";10
"ALCAR PRESTADORA DE SERVIÇOS LTDA - EPP";"ALCAR RENT A CAR";"05.389.323/0001-32";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";5043010;"SP";"São Paulo";"Água Branca";"RUA CRASSO, N°:150";"(11) 3202-9393";"";"michella_godas@hotmail.com";"";"www.alcarlocadora.com.br";"02/10/2015";"02/10/2017";"26.073991.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Espanhol)";108
"ALCIDES VIEIRA LIMA-ME";"LIMA LIMA TRANSPORTES";"36.336.451/0001-41";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";29141630;"ES";"Cariacica";"Bela Aurora";"RUA TREZE DE MAIO, N° 61, PVMENTO 02";"(27) 3084-7888";"(27) 99646-7888";"alcidesvieiralima@hotmail.com";"";"";"24/02/2016";"24/02/2018";"08.076840.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4929-9/01-ALUGUEL DE ÔNIBUS, MUNICIPAL, COM MOTORISTA (Secundário), 7711-0/00-LOCADORA DE AUTOS (Secundário), 7711-0/00-LOCADORA DE CARROS (Secundário)";"(Inglês)";1
"ALCIDIER LOPES FERNANDES - ME";"CARANDA LOCADORA DE VEICULOS";"22.613.520/0001-02";"Empresário Individual (Não MEI)";"27/07/2005";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";79290000;"MS";"Bonito";"Bonito";"R. SANTANA DO PARAISO, 615";"(67) 9266-4233";"(67) 3231-8635";"exata@bonitonline.com.br";"";"";"15/06/2015";"15/06/2017";"12.071495.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";1
"ALCIR DE QUEIROZ PRADO - ME";"VIA CAR - LOCADORA";"10.727.806/0001-30";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";79645630;"MS";"Três Lagoas";"Jardim Cangalha";"RUA JOSE LOPES BARBOSA, 1578";"(67) 3521-5792";"";"alcirtl@hotmail.com";"";"";"02/03/2016";"02/03/2018";"12.045785.85.0001-6";"7711-0/00-LOCADORA DE CARROS (Secundário)";"(""Nenhuma das Opções"")";1
"ALÉCIO FOCCHI JÚNIOR LOCAÇÕES - EIRELI - ME";"JR DRIVER";"19.666.876/0001-08";"Empresa Individual (EIRELI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";90250180;"RS";"Porto Alegre";"Humaitá";"AV JOSÉ ALOÍSIO FILHO  801 CASA 45";"(51) 3279-6016";"(51) 3279-6016";"jr.driver@ymail.com";"";"jrdriver.com.br";"28/04/2014";"28/04/2016";"23.062970.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7990-2/00-ASSISTÊNCIA A TURISTAS; SERVIÇOS DE (Secundário), 4923-0/02-ALUGUEL DE AUTOMÓVEIS COM MOTORISTA, MUNICIPAL (Secundário)";"(""Inglês,Espanhol"")";1
"ALÉCIO FOCCHI JÚNIOR LOCAÇÕES - EIRELI - ME";"JR DRIVER";"19.666.876/0001-08";"Empresa Individual (EIRELI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";90250180;"RS";"Porto Alegre";"Humaitá";"AV JOSÉ ALOÍSIO FILHO  801 CASA 45";"(51) 3279-6016";"(51) 3279-6016";"jr.driver@ymail.com";"";"jrdriver.com.br";"28/04/2014";"28/04/2016";"23.062970.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7990-2/00-ASSISTÊNCIA A TURISTAS; SERVIÇOS DE (Secundário), 4923-0/02-ALUGUEL DE AUTOMÓVEIS COM MOTORISTA, MUNICIPAL (Secundário)";"(""Inglês,Espanhol"")";2
"ALÉM DO HORIZONTE VIAGENS E TURISMO LTDA - ME";"ALÉM DO HORIZONTE VIAGENS E TURISMO";"13.249.106/0001-75";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";38401576;"MG";"Uberlândia";"Vila Maria";"AV. CLEANTO VIEIRA GONÇALVES, 1246 - 1º ANDAR";"(34) 3087-1070";"";"machado@alemdohorizonte.tur.br";"";"";"05/11/2015";"05/11/2017";"11.044338.85.0001-8";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";1
"ALEMARI TURISMO E LOCAÇÕES EIRELI";"ALEMARI TURISMO";"21.832.565/0001-05";"Empresa Individual (EIRELI)";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";21230240;"RJ";"Rio de Janeiro";"Irajá";"RUA JOSÉ SOMBRA , 458 / 302";"(21) 3082-9498";"";"marconioliveira74@gmail.com";"";"";"09/04/2015";"09/04/2017";"19.070149.85.0001-8";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário)";"(""Nenhuma das Opções"")";1
"ALESSANDRA NERI BANHOS TRANSPORTES - ME";"VITORYA TURISMO";"10.318.833/0001-59";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";2222010;"SP";"São Paulo";"Jardim Brasil (Zona Norte)";"R FRANCISCO PEIXOTO BEZERRA, N°: 944 - FUNDOS ";"(11) 2983-5298";"";"alessandra.neri@terra.com.br";"";"";"19/10/2015";"19/10/2017";"26.074400.85.0001-7";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(Inglês)";2
"ALESSANDRA NERI BANHOS TRANSPORTES - ME";"VITORYA TURISMO";"10.318.833/0001-59";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";2222010;"SP";"São Paulo";"Jardim Brasil (Zona Norte)";"R FRANCISCO PEIXOTO BEZERRA, N°: 944 - FUNDOS ";"(11) 2983-5298";"";"alessandra.neri@terra.com.br";"";"";"19/10/2015";"19/10/2017";"26.074400.85.0001-7";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(Inglês)";3
"ALEX A. PEREIRA TRANSPORTE E TURISMO - ME";"KAIRÓS TOUR";"11.221.560/0001-92";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";28940000;"RJ";"São Pedro da Aldeia";"São Pedro da Aldeia";"ESTRADA DO PORTO, Nº 604 - VILA ITINGA";"(22) 7836-5544";"";"kairostour@hotmail.com";"";"";"26/01/2015";"26/01/2017";"19.046972.85.0001-6";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Inglês,Espanhol"")";1
"ALEXANDRE TADEU SANTOS PACHECO - YES LOCADORA DE VANS E TURISMO - ME";"YES LOCADORA DE VANS E TURISMO";"22.812.809/0001-50";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";83508587;"PR";"Almirante Tamandaré";"Loteamento Marinoni";"RUA TEREZA DOS SANTOS ROCHA, 165";"(41) 9199-4343";"";"yes.turismo@yahoo.com.br";"";"";"09/09/2015";"09/09/2017";"18.073383.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Espanhol)";1
