"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"LINGUAS";"QUANTIDADE"
RIO ILHA TRANSFER TRANSPORTES LTDA;RIO ILHA TRANSFER TRANSPORTES LTDA;"15.346.873/0001-28";Sociedade Simples;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;21.920.000;RJ;Rio de Janeiro;Moneró;ESTRADA DO DENDÊ, 28/306;(21) 3596-9774;(21) 3596-8401;comercial@rioilhatransfer.com.br;;;"19.064396.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Espanhol ,Italiano ,Francês ,Inglês;0
LIMA LOCADORA DE AUTOMOVEIS LTDA;LIMA TRANSPORTES;"12.551.526/0001-49";Sociedade Empresária;"29/12/2005";Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;37.980.000;MG;Cássia;Cássia;AVENIDA HERCULANO CESARIO 629;(35) 3541-2369;(35) 3541-2288;luis_van_tur.cassia@hotmail.com;;;"11.070730.85.0001-4";"4929-9/01-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL (Primário), 7711-0/00-LOCADORA DE CARROS (Secundário), 4929-9/4-ORGANIZAÇÃO DE EXCURSÕES EM VEÍCULOS RODOVIÁRIOS PRÓPRIOS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário)";Nenhuma das Opções;0
MK -  SERVIÇOS ADMINISTRATIVOS E LOCAÇÃO LTDA EIRELI - ME;NATAL PASSEIOS;"17.652.411/0001-64";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;59.063.400;RN;Natal;Lagoa Nova;AV. CAPITÃO-MOR GOUVEIA, 3551;(84) 99982-2001;;kerleyleal@hotmail.com;;;"20.057185.85.0001-3";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";;0
WSR VEICULOS LTDA;WSR VEÍCULOS;"12.296.429/0001-57";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;36.880.000;MG;Muriaé;Muriaé;AV MARIO INÁCIO CARNEIRO 305 BARRA;(32) 3721-0700;(32) 3721-0700;wasoa@ig.com.br;;www.yesrentacar.com.br;"11.051506.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
RIO EXECUTIVE SERVICES LOCADORA DE VEICULOS LTDA-ME;RIO EXECUTIVE SERVICES;"15.030.421/0001-32";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;21.321.230;RJ;Rio de Janeiro;Vila Valqueire;RUA LUIS BELTRÃO, 29 SALA 303;(21) 3172-5169;;contato@rioexecutiveservices.com.br;;;"19.049492.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário)";Espanhol ,Inglês;0
ROBERTO CAETANO TORRE COMÉRCIO DE ÔNIBUS E PEÇAS - EPP;ROBERTO CAETANO TORRE COMÉRCIO DE ÔNIBUS E PEÇAS;"10.322.551/0001-25";Sociedade Empresária;"09/06/2010";Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;22.631.000;RJ;Rio de Janeiro;BARRA DA TIJUCA;"AV. DAS AMERICAS, N° 1245 - APT 1812; EDIF TORRE A CENTER 9";(21) 3884-8490;(21) 3105-1547;contato@revendadeonibus.com.br;;WWW.REVENDADEONIBUS.COM.BR;"19.038046.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Espanhol;1
SAL ALUGUEL DE CARROS LTDA;SAL ALUGUEL DE CARROS;"19.226.325/0002-04";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;78.115.098;MT;Várzea Grande;Ponte Nova;AV. DOM ORLANDO CHAVES, 99, LOTE 2 QDRA 03;(65) 3626-1030;;licitacao@sallocadora.com.br;;;"13.076543.85.0002-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";;0
CORDEIRO LOCADORA DE VEICULOS LTDA;CORDEIRO LOCADORA;"10.311.180/0001-86";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;27.580.000;RJ;Itatiaia;Itatiaia;RUA 42, N°30, BAIRRO JARDIM ITATIAIA;(24) 3360-5622;;fiscal@datacon.net.br;;;"19.053068.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";;0
LANZA VEÍCULOS EIRELI - ME;LANZA VEÍCULOS ;"03.520.600/0001-79";Empresa Individual (EIRELI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;79.021.435;MS;Campo Grande;Royal Park;RUA HÉLIO YOSHIAKI IKIEZIRI, 34 - SL. 905 - ED. EVIDENCE;(67) 3306-5100;(67) 3213-7360;leandro@grupofinanza.com.br;;www.grupofinanza.com.br;"12.073969.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Espanhol ,Inglês;0
R N CONSTRUÇÕES E SERVIÇOS LTDA - ME;RN CONSTRUÇÕES E SERVIÇOS;"07.555.440/0001-54";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;59.080.590;RN;Natal;Neópolis;RUA BAHIA, 58;(84) 98832-3982;(84) 3217-2762;carladayse10@gmail.com;albertonetoaraujo@yahoo.com.br;;"20.082136.85.0001-7";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";;0
SUPREMA LOCADORA E TURISMO LTDA - EPP;SUPREMA LOCADORA E TURISMO;"05.666.393/0001-90";Sociedade Empresária;"22/05/2003";Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;70.702.900;DF;Brasília;Asa Norte;SHN QUADRA 02 BL. A  LJ 154 E 234 TÉRREO;(61) 3328-3848;(61) 3328-3848;suprematur@suprematur.com.br;;www.suprematur.com.br;"07.023986.85.0001-6";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Espanhol ,Inglês;0
MARLON FRANCISCO PRADO - ME;PRADO - LOCAÇÃO DE VEICULOS;"38.654.802/0001-98";Empresário Individual (Não MEI);"03/03/2010";Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;79.006.420;MS;Campo Grande;Vila Bandeirante;AVENIDA JOAQUIM DORNELAS, 1315;(67) 3331-5710;(67) 3201-5710;pradolocacao@terra.com.br;;;"12.033952.85.0001-3";"4929-9/01-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Espanhol ,Inglês;0
NELSON LOCADORA DE AUTOMOVEIS LTDA -ME;NELSON LOCADORA;"17.334.454/0001-00";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;25.020.190;RJ;Duque de Caxias;Centro;RUA SETE DE SETEMBRO, Nº 551;(21) 7877-7274;;nelsonlocadoraferreira@gmail.com;;;"19.068539.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
ANDRADE & ALMEIDA TRANSPORTES E TURISMO LTDA.;PHTUR;"12.831.743/0001-92";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;57.046.700;AL;Maceió;Serraria;RUA PROJETADA LOTEAMENTO CARAJAS II QD. G LOTE  03;(82) 3328-3801;;henrique.m.andrade@hotmail.com;;;"02.039938.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário)";Espanhol ,Inglês;1
MAFFRA TRANSPORTE E LOCAÇÕES LTDA - ME;MAFFRA TRANSPORTE;"09.119.099/0001-10";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;6.814.020;SP;Embu;Chácaras São Marcos;ESTRADA SÃO CRISTÓVÃO, 273;(11) 4149-3936;(11) 4203-9785;contspcontabilidade.societario@gmail.com;;;"26.080663.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7719-5/99-TRAILERS SEM CONDUTOR; LOCAÇÃO DE, ALUGUEL DE (Secundário), 4929-9/02-ALUGUEL DE AUTOMÓVEIS COM CONDUTOR, INTERMUNICIPAL, INTERESTADUAL, INTERNACIONAL (Secundário), 4929-9/01-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL (Secundário), 4923-0/02-VEÍCULOS RODOVIÁRIOS DE PASSAGEIROS COM MOTORISTA, MUNICIPAL; LOCAÇÃO DE (Secundário)";Nenhuma das Opções;0
DORCILENE DE ALMEIDA SILVA - ME;D D TUR - LOCADORA DE VEICULOS;"19.013.847/0001-39";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;12.120.000;SP;Tremembé;Tremembé;RUA JOSE LUIZ MARIANO,215;(12) 3624-6516;;dorcilenealmeida.mfe@hotmail.com;;;"26.072853.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
C A DE ALMEIDA PRADO LOCACAO - ME;NAP LOCADORA;"18.313.564/0001-40";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;27.580.000;RJ;Itatiaia;Itatiaia;RUA 2, Nº 69, LOTE 05, QUADRA 03;(24) 3345-6648;;anderson.orion@hotmail.com;kadumilano@gmail.com;;"19.068855.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
OX DOS SANTOS LOCADORA DE TRANSPORTE E TURISMO - ME;OMEX LOCADORA TRANSPORTE E TURISMO;"17.487.804/0001-60";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;45.000.665;BA;Vitória da Conquista;Centro;RUA DA CONQUISTA, Nº581;(77) 98816-3087;;oxaviersantos@yahoo.com.br;;;"05.079759.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
PROVIDENCE LOCAÇÃO DE VEICULOS BLINDADOS LTDA;PROVIDENCE LOCAÇÃO DE VEICULOS BLINDADOS LTDA;"20.024.623/0001-01";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;4.551.010;SP;São Paulo;Vila Olímpia;RUA FIDENCIO RAMOS 223 - CONJ 73 , SALA 04;(11) 3045-4104;;ana@locarseg.com.br;;www.locarseg.com.br;"26.070555.85.0001-2";"7711-0/00-LOCADORA DE CARROS (Primário)";Alemão ,Mandarim ,Espanhol ,Russo ,Italiano ,Francês ,Hebraico ,Japonês ,Inglês;0
ODALGIRO ZIMMERMANN LOCAÇÃO - ME;SUL NATIVOS ;"04.431.344/0001-06";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;6.755.325;SP;Taboão da Serra;Jardim Monte Alegre;R AVELINA NOGUEIRA DO PRADO, N°: 212 APT 1;(11) 4135-1052;;sulnativo.locadora@uol.com.br;;;"26.072372.85.0001-1";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Espanhol ,Japonês ,Inglês;0
A. MACHADO - TRANSPORTES - ME;ALANA TRANSPORTES;"19.028.152/0001-20";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;79.290.000;MS;Bonito;Bonito;RUA CÂNDIDO LUIZ BRAGA, 932;(67) 9235-0218;;antoniomachadotransportes@hotmail.com;;;"12.058316.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Espanhol ,Inglês;0
R & A COMÉRCIO DE VEÍCULOS EIRELI - ME;R & A COMÉRCIO DE VEÍCULOS;"18.206.921/0001-70";Empresa Individual (EIRELI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;49.087.600;SE;Aracaju;Santos Dumont;RUA SENHOR DO BOMFIM Nº 468;(79) 3245-3308;;reacomerciodeveiculos@gmail.com;;;"25.078190.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
VETRAN TRANSPORTES LEVES E LOCAÇÃO DE VEÍCULOS LTDA;VETRAN LOCADORA DE VEÍCULOS;"39.825.047/0001-20";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;29.072.260;ES;Vitória;Jabour;FERNANDO FERRARI, 3499;(27) 3327-1485;;carolina@vetran.com.br;;;"08.079486.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
JEFERSON GRAEFF DO AMARAL LOCADORA LTDA - ME;JEFERSON GRAEFF DO AMARAL LOCADORA LTDA - ME;"07.134.931/0001-21";Sociedade Empresária;"02/12/2004";Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;8.665.480;SP;Suzano;Cidade Edson;RUA SANTA ISABEL, 148;(11) 4747-4358;;santamonica91@hotmail.com;;;"26.005703.85.0001-4";"4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
BASTUR AUTOLOCADORA LTDA;BASTUR AUTOLOCADORA LTDA-ME;"18.800.652/0001-76";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;29.065.020;ES;Vitória;Mata da Praia;AV: ROZENDO SERAPIÃO DE SOUZA FILHO,691-SALA 03;(27) 3225-4682;(27) 99870-1707;bastur@outlook.com;;;"08.063994.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário)";Nenhuma das Opções;0
ADANS H S TRANSPORTES LTDA - ME;A M H TRANSPORTES;"22.336.767/0001-29";Sociedade Empresária;;Empresa de Médio ou Grande Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;12.091.320;SP;Taubaté;Jardim Bela Vista;RUA PEDRO PEREIRA BARROS, 85 - CJ ANEXO;(12) 3426-0718;;adans.machado@bol.com.br;empass.taubate@hotmail.com;;"26.074197.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4929-9/02-ALUGUEL DE AUTOMÓVEIS COM CONDUTOR, INTERMUNICIPAL, INTERESTADUAL, INTERNACIONAL (Secundário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário), 4929-9/4-ORGANIZAÇÃO DE EXCURSÕES EM VEÍCULOS RODOVIÁRIOS PRÓPRIOS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário), 4929-9/03-ORGANIZAÇÃO DE EXCURSÕES EM VEÍCULOS RODOVIÁRIOS PRÓPRIOS, MUNICIPAL  (Secundário)";Espanhol ,Inglês;0
STABILITA LOCAÇÃO DE VEICULOS MAQUINAS E EQUIPAMENTOS EIRELI - ME;STABILITA LOCAÇÃO DE VEICULOS MAQUINAS E EQUIPAMENTOS EIRELI - ME ;"02.938.208/0001-81";Empresa Individual (EIRELI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;9.134.670;SP;Santo André;Cidade Recreio da Borda do Campo;R APAREMA, N°: 40;(11) 4309-5102;;contato@stabilitaloc.com.br;;;"26.073816.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
HOTEL PORTO MADEIRA;LE MANS RENT A CAR;"09.082.304/0002-09";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;76.820.090;RO;Porto Velho;Nova Porto Velho;ALEXANDRE GUIMARÃES, Nº3310;(69) 3219-2002;(69) 3212-2626;reservas@hotelportomadeira.com.br;;;"21.071469.85.0002-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
DELTA LOCCAR LTDA;DELTA LOCCAR;"19.130.120/0001-31";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;64.200.300;PI;Parnaíba;Centro;RUA PIRES FERREIRA Nº 553;(86) 94120-0002;;deltaloccar@outlook.com;;;"17.070358.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Inglês;0
MIL TRANSPORTES TURISMO E LOCAÇAO DE VEICULOS LTDA-ME;MIL LOCAÇAO TRANSPORTES E TURISMO;"08.828.512/0001-52";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;29.143.748;ES;Cariacica;MORADA DE SANTA FÉ;RUA ANGELO 106;(27) 99960-1569;(27) 99960-1569;mil.turismo@hotmail.com;;www.miltransportestur.com.br;"08.062838.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 7711-0/00-LOCADORA DE AUTOS (Secundário), 7711-0/00-LOCADORA DE CARROS (Secundário), 4929-9/03-ORGANIZAÇÃO DE EXCURSÕES EM VEÍCULOS RODOVIÁRIOS PRÓPRIOS, MUNICIPAL  (Secundário)";Nenhuma das Opções;0
J.R. DA CRUZ LOCACAO DE VEICULOS - ME;JOTA LOCADORA E TRANSPORTES;"19.472.068/0001-00";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;18.075.050;SP;Sorocaba;Vila Olímpia;RUA MOACIR TOLEDO PIZA, 596;(15) 3035-2647;;jlocadora@ig.com.br;;;"26.076125.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário)";Nenhuma das Opções;0
MARCOS GOMIDES DOS SANTOS - ME;GOMIDES TRANSPORTES;"12.363.155/0001-71";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;79.290.000;MS;Bonito;Bonito;RUA 29 MAIO, 470;(67) 9902-4646;(67) 3255-2576;alternativa_contabilidade@hotmail.com;;;"12.038891.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário)";Espanhol ,Inglês;0
D. J. QUERUBIM LOCADORA E TURISMO LTDA - ME;D. J. QUERUBIM LOCADORA E TURISMO;"18.341.802/0001-20";Sociedade Empresária;"28/01/2008";Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;25.576.271;RJ;São João de Meriti;Vilar dos Teles;RUA EGAS MUNIZ, N° 104 - APT 103 - PARTE;(21) 2651-2285;;marcacontabilidade@yahoo.com.br;;;"19.075770.85.0001-7";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
FORTE LOCADORA DE VEÍCULOS E TURISMO LTDA - ME;FORTE LOCAÇÃO E TURISMO;"12.414.899/0001-78";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;72.314.301;DF;Samambaia;Samambaia Sul;Q. QR - 516 CONJ. 01 LOTE 02 ;(61) 3357-3504;;fortelocadoraeturismo@gmail.com;;www.tur.com.br;"07.049677.85.0001-5";"4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
LOCADORA ILHA & MAR LTDA - ME;LOCADORA ILHA & MAR;"04.704.553/0001-86";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;53.990.000;PE;Fernando de Noronha;Fernando de Noronha;CONJUNTO RESIDENCIAL VACARIA S/ N APT. 02  BR  - 363;(81) 8114-7127;;evandro.oliveira2004@ig.com.br;;;"16.069216.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
ALCIDIER LOPES FERNANDES - ME;CARANDA LOCADORA DE VEICULOS;"22.613.520/0001-02";Empresário Individual (Não MEI);"27/07/2005";Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;79.290.000;MS;Bonito;Bonito;R. SANTANA DO PARAISO, 615;(67) 9266-4233;(67) 3231-8635;exata@bonitonline.com.br;;;"12.071495.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
SLA SERVIÇOS E LOCAÇÃO DE VEÍCULOS LTDA;********;"00.764.736/0001-36";Sociedade Empresária;;Empresa de Médio ou Grande Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;62.400.000;CE;Camocim;Camocim;RUA DR. JOÃO THOMÉ, 1347 - CENTRO;(88) 3621-2239;(88) 3621-2239;sla2239@yahoo.com.br;;;"06.052980.85.0001-7";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Inglês;0
NATUREZA LOCADORA DE VEICULOS LTDA - ME;NATUREZA RENT A CAR;"08.344.883/0001-69";Sociedade Empresária;"28/09/2006";Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;54.325.650;PE;Jaboatão dos Guararapes;Guararapes;ROD BR 101 SUL KM 16 S/N;(81) 3316-5500;(81) 3316-5500;natureza@naturezaviagens.com.br;;WWW.NATUREZAVIAGENS.COM.BR;"16.006034.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
ILVA DE SA LOCADORA DE VEICULOS - ME;BBR LOCADORA ;"14.338.663/0001-25";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;5.814.210;SP;São Paulo;Jardim Ibirapuera;SALGUEIRO DO CAMPO 277;(11) 3479-0384;;bbrlocadora@hotmail.com;;;"26.076534.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Inglês;0
I D CONSTRUÇÕES E EMPREENDIMENTOS EIRELI - ME;W & G EMPREENDIMENTOS;"10.653.366/0001-13";Empresa Individual (EIRELI);;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;59.164.000;RN;Nísia Floresta;Nísia Floresta;RUA JOÃO BATISTA GONDIM, 78;(84) 99164-2298;;diegobcarvalho2006@hotmail.com;;;"20.077306.85.0001-8";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";;0
HI SERVICE CAR LOCADORA DE VEICULOS LTDA - EPP;HI SERVICE CAR;"71.722.854/0001-20";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;4.082.000;SP;São Paulo;Indianópolis;AV IRAI, N°: 79 - 14° ANDAR / BLOCO B, CONJ 145;(11) 5090-1100;;atendimento@hiservicecar.com.br;carla@hiservicecar.com.br;www.hiservicecar.com.br;"26.073084.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Alemão ,Espanhol ,Italiano ,Francês ,Inglês;0
GENESIS LOCAÇÃO DE VEÍCULOS E SERVIÇOS EIRELI-ME;GÊNESIS TRANSPORTE EXECUTIVO;"20.919.808/0001-84";Empresa Individual (EIRELI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;24.241.180;RJ;Niterói;Santa Rosa;RUA COR0NEL SEBASTIÃO DANTAS, 56 BLOCO 01 APT 1204;(21) 2610-9133;;genesistransporteexecutivo@gmail.com;;;"19.068735.85.0001-8";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
PORTAL SAN LOCAÇÃO DE TRANSPORTE EXECUTIVO E ALTERNATIVO LTDA - EPP;PORTAL SAN LOCAÇÃO DE TRANSPORTE EXECUTIVO E ALTERNATIVO LTDA - EPP;"12.569.526/0001-76";Sociedade Simples;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;2.113.010;SP;São Paulo;Vila Maria Baixa;AVENIDA GUILHERME COTCHING, 726 - 9 ANDAR - SALA 91;(11) 2765-9402;(11) 2765-9402;aline@portalsan.com.br;valeria@portalsan.com.br;www.portalsan.com.br;"26.075859.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
GABRIEL PENA SERVIÇOS LTDA - ME;GABRIEL PENA SERVIÇOS;"14.792.522/0001-88";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;44.900.000;BA;Irecê;Irecê;AV. PRIMEIRO DE JANEIRO,61B,CENTRO;(74) 3641-7586;(74) 3641-6970;paulo.pena@sistemalocaliza.com;;;"05.052913.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
J G SANTOS NETO - ME;SOLARIS AUTOMÓVEIS;"11.345.067/0001-84";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;59.056.300;RN;Natal;Lagoa Nova;AVENIDA RUI BARBOSA, 1394;(84) 3234-3284;(84) 3234-3284;ditoalexandre@hotmail.com;;;"20.076080.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4923-0/02-ALUGUEL DE AUTOMÓVEIS COM MOTORISTA, MUNICIPAL (Secundário)";Inglês;0
TROPICANA TURISMO LTDA ME;TROPICANA LOCAÇÕES;"13.705.212/0001-16";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;57.051.190;AL;Maceió;Farol;AV. DOM ANTONIO BRANDÃO, 461 SALA 02;(82) 2121-0777;(82) 2121-0750;glenio@tropicanaturismo.com.br;comercial@tropicanaturismo.com.br;www.tropicanaturismo.com.br;"02.045313.85.0001-4";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";;0
